id;response;reasoning_effort;verbosity;prompt_category;content_category;graph;domain;task;cntbl_cond;subject;temperature
1;56;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;a;ppp;gemini-2.5-flash;0.0
2;35;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;a;ppp;gemini-2.5-flash;0.0
3;70;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;b;ppp;gemini-2.5-flash;0.0
4;67;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;b;ppp;gemini-2.5-flash;0.0
5;99;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;c;ppp;gemini-2.5-flash;0.0
6;99;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;c;ppp;gemini-2.5-flash;0.0
7;75;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;d;ppp;gemini-2.5-flash;0.0
8;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;d;ppp;gemini-2.5-flash;0.0
9;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;e;ppp;gemini-2.5-flash;0.0
10;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;e;ppp;gemini-2.5-flash;0.0
11;10;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;f;ppp;gemini-2.5-flash;0.0
12;5;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;f;ppp;gemini-2.5-flash;0.0
13;25;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;g;ppp;gemini-2.5-flash;0.0
14;15;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;g;ppp;gemini-2.5-flash;0.0
15;10;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;h;ppp;gemini-2.5-flash;0.0
16;0;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;h;ppp;gemini-2.5-flash;0.0
17;15;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;i;ppp;gemini-2.5-flash;0.0
18;75;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;j;ppp;gemini-2.5-flash;0.0
19;85;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;j;ppp;gemini-2.5-flash;0.0
20;95;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;k;ppp;gemini-2.5-flash;0.0
61;60;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;a;pmm;gemini-2.5-flash;0.0
62;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;a;pmm;gemini-2.5-flash;0.0
63;65;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;b;pmm;gemini-2.5-flash;0.0
64;67;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;b;pmm;gemini-2.5-flash;0.0
65;95;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;c;pmm;gemini-2.5-flash;0.0
66;100;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;c;pmm;gemini-2.5-flash;0.0
67;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;d;pmm;gemini-2.5-flash;0.0
68;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;d;pmm;gemini-2.5-flash;0.0
69;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;e;pmm;gemini-2.5-flash;0.0
70;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;e;pmm;gemini-2.5-flash;0.0
71;20;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;f;pmm;gemini-2.5-flash;0.0
72;5;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;f;pmm;gemini-2.5-flash;0.0
73;25;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;g;pmm;gemini-2.5-flash;0.0
74;20;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;g;pmm;gemini-2.5-flash;0.0
75;10;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;h;pmm;gemini-2.5-flash;0.0
76;0;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;h;pmm;gemini-2.5-flash;0.0
77;10;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;i;pmm;gemini-2.5-flash;0.0
78;80;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;j;pmm;gemini-2.5-flash;0.0
79;80;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;j;pmm;gemini-2.5-flash;0.0
80;100;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;k;pmm;gemini-2.5-flash;0.0
101;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;a;mpm;gemini-2.5-flash;0.0
102;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;a;mpm;gemini-2.5-flash;0.0
103;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;b;mpm;gemini-2.5-flash;0.0
104;75;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;b;mpm;gemini-2.5-flash;0.0
105;100;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;c;mpm;gemini-2.5-flash;0.0
106;100;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;c;mpm;gemini-2.5-flash;0.0
107;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;d;mpm;gemini-2.5-flash;0.0
108;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;d;mpm;gemini-2.5-flash;0.0
109;50;N/A;N/A;numeric;overloaded;collider;econ_ovl_e=soc;e;mpm;gemini-2.5-flash;0.0
